company,overall_rating,sentiment,review,industry
Marriott-International,3,Neutral,"Working environment, staff hotel discount Not enough hours because not a lot of customers",Various
ALDI,2,Negative,"Great wages, some of the best money a retail worker can earn. Fast paced and always busy. Favouritism is always present if your face doesn't fit. Bullying. Not many chances to progress.",Various
Grant-Thornton,4,Positive,"Great work-life balance, young & energetic culture, various reward program benifits Some offices require more travel than others.",Various
Microsoft,4,Positive,Diversity and Benefits are great Work Life Balance issue can be difficult,Various
Apple,5,Positive,I'm able to be myself and everyday learn things that make me a better human being. It takes many years to grow in terms of promotions. Work-life balance for Leaders and Managers is not the best.,Various
Oracle,3,Neutral,"Flexibility to work from home
Relatively good quality of work
Decent comp Management style is like put pressure to extract the last bit of life
Not open or collaborative culture
Too much of office politics with old timers not sharing any knowledge with new comers and management not taking any action about it
More like who can play dirty and get away with it will win
Will not recommend",Various
The-Salvation-Army,4,Positive,Good place to work. Always giving back. They should pay their employees more for the unhealthy conditions you're in,Various
Deutsche-Bank,1,Negative,Get good compensation  and work life balance Very sad culture... people work at very low level. Leaders do and manage transactions..,Various
HSBC-Holdings,4,Positive,Good work life balance within company Pay was less than market rate,Various
J-P-Morgan,3,Neutral,Their benefits and HR services are outstanding. Management is easily accessible. Very diverse company as well. Sales commissions are decent. Career development is very minimal. Political work environment. Salary portion of pay is low. Personal growth is extremely limited.,Various
IBM,2,Negative,"No work at all.
Easy to reach place
Big name in your resume Management
No work
Time waste
Internal politics
Bad client system",Various
Barclays,5,Positive,It was a great working with the Operations team and as an Intern it was great amount of learning Nothing specific to say about the downside working for Barclays,Various
Salesforce,3,Neutral,Great work/life balance. Nice people. This used to be an amazing place to work. Unfortunately the culture and level of innovation have gone downhill since the CEO left last year.,Various
IBM,5,Positive,Growing oppts and careeer development tight quarter closing business deals,Various
Nationwide-Building-Society,1,Negative,"There are some very passionate people who are truly concerned with supporting members.
Pension Contribution is good Very little accountable freedom
Significant governance that slows everything to a snails pace
Dated management styles - manage through segregation, fear of punishment, 'I know best' mentality, very limited leadership through motivation, inspiration.",Various
McDonald-s,3,Neutral,"Work is not difficult
Free food on breaks (with limitations) Can be frustrating at times
Can be very busy (leading to more frustration)",Various
Capita,1,Negative,"No experience needed easy to be hired poor Salary ,
No benifits
Short break",Various
DHL-Supply-Chain,3,Neutral,"Friendly Coworkers and good benefits.  They trained me on all the equipment, so I can take that with me wherever I go.  Steady pay-rate increase, and opportunity for SOME advancement, but mostly only if you have a degree. The pay isn't all that great.  The supervisors don't seem like they know what they're doing, but they do get the job done.  They're really bad at managing the amount of work available.  There were days where they sent us home because they gave too much mandatory overtime the days before, or they would mandate us and there would be absolutely nothing to do at all.  They push to get more product in and out the door, but don't give any real incentive for the extra work other than a pat on the back or some pizza.  It's all a numbers game to them, but that has to be expected for such a large company.

Also, if you're a smoker:  The company has gone smoke-free as of January 2015.",Various
Morrisons,2,Negative,The hourly rate better than other supermarkets Treated as an object not a person Pick on people who do there jobs not the ones who just stand about and talk Expected to come of breaks to man a till Looked on with disgust if you phone in sick Some of the male management treat male and female staff different,Various
McDonald-s,1,Negative,"Not unemployed 
First Job starting out
Did something other than stood there
Made money and began getting sales experience Went home smelling awful
Tired from buses coming through every week.
Just plain disgusted
poor management
Managers would eat from trays of nuggets and hamburger patties.",Various
IBM,5,Positive,"IBM is trying harder than ever to turn the corner and return to growth. There is a lot of opportunity to develop your career. Some product investment decisions over the last decade have been questionable, especially in software.",Various
KPMG,1,Negative,"Good training programme with Kaplan for both Conversion and QP training programme Bad management insights
Way-too-conservative vision
Cost cutting rather than profit seeking",Various
McDonald-s,2,Negative,Easy work and flexible hours. You'll never want to eat there,Various
Citi,3,Neutral,"Vacation, Benefits, Low Stress, Not flexible with work hours, Does not allow work from home, Low bonus pays outs",Various
Standard-Life-Aberdeen,2,Negative,"- there is a great SLI product range and performance track-record aside from the multi-asset franchise
- the collegiate and supportive team approach still exists in Edinburgh but moral is fragile and consultations are taking forever to complete in some areas - many of the leading SLI senior managers who had developed an amazing culture and place to work in Edinburgh have either left or been fired since the 'merger' with Aberdeen
- moral at SLI has been slipping since the merger in most areas, with the announcement of 800 roles being made redundant not helping the enthusiasm to grow the business and protect the reputation
- the merger was announced as a 50:50 transaction but in some functions it feels like  a complete reverse takeover by Aberdeen",Various
HSBC-Holdings,4,Positive,"Very employee friendly, nice culture Not a very high payer",Various
Marks-and-Spencer,3,Neutral,free fruit and toast in the kitchen had to lift very heavy things,Various
B-and-M-Retail,4,Positive,Great scope for development and career progression Stocktake procedure is totally outdated,Various
KPMG,1,Negative,Great food in the London head office. That's about it. Everything. It's an omnishambles. Perhaps a bit like the entire industry. Horrible people mainly. Entitled. Middle management is terrible. Arbitrary assessments. Very little value brought to clients. Career progression is mainly down to who you know,Various
BT,5,Positive,"great teamwork and support from managers, flexibility when needed i.e. childcare problems, or parents evening, a various amount of shift patterns that could be worked to suit everyone. Excellent rate of pay with increases achievable twice a year. Managers that have worked their way up so know what advisors are going through, and are undrstanding to their teams needs. Lots of car parking spaces, great canteen giving a good vaied selection of meals. The opportunity to purchase books and perfumes etc, when traders come in on set days, this is especially helpfull in the run up to christmas, as most will hold a cheque till payday! Bt also has a web based application call owl, which is jam packed with information for staff according to which campaign you are working on. This is a valuable resource with up to date prices, promotion and links. training could be better when there are new campaigns launched, for example, when oneview was launched towards the later part of 2007, there were lots of applications that didnt work on it in the training sessions, so when you got out on the floor you were having to ask for help for the first couple of weeks, and as the ration of coaches to staff are very low, this meant having to wait up to 10 mins to get a coach to assist so you could finish the call with the customers enquiry resolved. Thus affecting cht and customer experience. There should be more coaches / floorwalkers available in times where needed, this can be identified by the number of new starters or changes to campaigns.",Various
IBM,2,Negative,"Wide variety of job opportunities, if you are one of the lucky ones to still be employed by ""Big Blue."" The company seemed to have a policy of shedding as many US jobs as possible, and replacing the lost jobs with overseas or contract workers.  My job was ""sold"" to a foreign company, but I still was expected to work just as hard or harder, with fewer resources.  Despite being one of the top-rated employees, I received a total of 2.5% raises over a 3 year period. The DBPP was discontinued so executives could see their stock options soar in value, replaced with a far less generous defined contribution pension plan. If you wanted to take an opening in another location, IBM would not compensate you for the move. I was expected to work weekends at least once a month, without ""comp time"" off. Policies were geared to the ""politically correct,"" and if you held traditional values, you were not part of ""the team,"" and your promotion chances were nil.",Various
Microsoft,3,Neutral,"- good benefit
- the starting pay is high compared with other jobs in Taiwan
- business travel opportunities - limited room for growth, only managed accounts in a certain place, can't see a larger view 
- the organization is too big and everyone does really specific job, hard to do things end-to-end
- don't really have opportunities to co-work with other segments unless you're in technical support segments; for the other segments, it's more like closing the door and doing its own business",Various
PwC,3,Neutral,good training program and lots resources really bad work and life balance,Various
Tesco,1,Negative,"It’s a job. You get some money every month. Overworked, premiums cut, earn less now than I did 4 years ago.",Various
HSBC-Holdings,3,Neutral,"Travel and career opportunities make it one of the better places to work.
Excellent top management.
Pay is good.
Taken care of wherever you are, Politics in middle management
Always reinventing the wheel.
Sometimes too conservative in decision making when compared to competitors.",Various
PwC,4,Positive,good learning curve and colleagues lack of work life balance,Various
Apple,3,Neutral,"You gain knowledge and training on Apple Products and team building opportunities are endless. Constant Customer Service and access to resources Managers are not lenient with work/life balance. Some customers are extremely negative and rude. New call every 10 seconds, small amount of time for break.",Various
IBM,1,Negative,"Work-Life balance flexibility is great and not really available at other employers.  Health benefits are good and vacation time is generous (for employees with 10+ years in the company. The company is top heavy with excessive layers of middle to upper management.  The disconnect between senior leaders and the workers ""on the ground"" is abhorrent.  IBM basically operates in two realities = (1) the reality that senior leadership believes exists and (2) the true reality of how it actually exists.  Senior leaders cannot truly lead the organization when they do not understand the services provided, customers supported and abilities of their teams.

The majority of senior leadership has limited experience in the departments they are running.  Execs with sales backgrounds are running IT service delivery.  Execs with finance backgrounds running data security and privacy.  You can imagine the laughable work direction that comes from these mismatched departments and their senior leadership.

I work in IT Service Delivery responsible for providing support to commercial customers.  You would think that customer service would be a top priority.  It is not and for the many years that I have been here it never has been.  IBM is run by the finance department and the associated bean counters.  All decisions are made based on Finance directions and the ever present specter that is Wall Street.

There are so many more cons however I would be here all day.  Net/Net - IBM is a sinking ship with no long term future.  Stay away.

Oh I almost forgot.....they pay well below market value as well.


IBM management can be described with a single word = sycophant.  For those not familiar with the word it means a person who acts obsequiously toward someone important in order to gain advantage.  This is the over-riding goal for all IBM managers, directors, general managers, etc, etc.  Never speak out or disagree with anything that up-line leadership might propose.  There are no checks and balances with leadership at IBM.  Just yes-men and yes-women whose only job is to relay messages downward.  Horrible ideas and roll-outs are so common place at IBM it is almost laughable.  All you can do is roll your eyes, do what is asked and then watch it fail.",Various
SAP,5,Positive,"SAP has a very relaxed and hard-working atmosphere.
There are a lot of benefits of working here.
Public transport is efficient, free lunch, coffee and many sport facilities.
Office equipment (SAP Ariba) is also free for employees and office use. I haven't found any yet.",Various
Deloitte,4,Positive,"Work culture is better compared to other Indian firms
WFH option is for real
Minimum 100% bonus + Extra bonus if revenues are good Too many hours of work per week
Too many performance parameters - Client work + Firm Initiatives + Mentoring
Higher management is slowly getting crowded with EEs switching over from ""typical"" Indian Cos. leading to erosion of professionalism, ethics and overall work place environment.",Various
EY,2,Negative,"Nice people to work with No work life balance, over worked",Various
Citi,3,Neutral,"Good benefits, intermittent incentives, good location, nice cafeteria. Bonuses are not consistent.  Overtime is often mandatory making work/home balance difficult.  Management across geographical sites is not effective.  Work desks are small.  Old school office politics.",Various
HSBC-Holdings,3,Neutral,"Good work culture, Good pay master though not the best, Good work life balance. Performance driven company. Provides platform to exhibit interpersonal skills. A company is only as good as its people and policies. While the policies are quite in place it may not always be easier to find the right people to drive them properly.",Various
Primark,4,Positive,"work with some great people
lots of overtime available no staff discount except at christmas time
understaffed sometimes so have double your workload",Various
BDO,5,Positive,"Work life balance, good values, good culture, speedy growth for performers. Nothing in particular. Not suitable for Persons with bad attitude or non Performers",Various
Google,4,Positive,"Great people, incredible talents. You work knowing that you have an impact and that your job really matters. In the last year Google has lost a lot in its culture and priorities. Nowadays Google depends a lot on wall-street. It keeps on cutting projects, costs, benefits. It's hard to dream big and to risk, difficult to innovate when you have no budget. The salaries have never been big in Google, people were choosing it for benefits and a special culture. And the last two are demolishing on our eyes.",Various
Deloitte,5,Positive,"- Limitless possibilities
- Great culture
- Opportunity to learn and grow while adding value - Long working hours
- Complex work
- Demanding in all aspects",Various
University-of-Leicester,5,Positive,great research opportunities and very supportive small campus and not a lot of space,Various
Hays,3,Neutral,Can learn a lot of things as an intern with no background in recruiting. Too money driven and too fast pace,Various
Citi,3,Neutral,"Career development oportunnities both in terms of moving to diffrent function/business lines and across geographies. Two fundamental flaws in Citi: Increasing siloization - lots of units serving supposedly the same purpose but often with opposite objectives which  produces lots of activities with zero value either for shareholders or customers , disgrutling annual assesment of employees performance based on bell-curve distribution. 
It kills teamwork, demotivate staff and inhibits the firm to reach its maximum potential.",Various
Pizza-Hut,4,Positive,"- Friendly FOH staff
- Understanding Manager
- Flexible Hours (min 8 hours per week)
- Good Experience for students
* a lot depends on outlet - Very Taxing (physically)
- Work culture might depend but hygiene was not very well maintained in practice for the FOH staff
- Pay is okay but especially when working during peak hours, not very good and could be improved.",Various
J-P-Morgan,1,Negative,"Company Benefits, Good Pension, Lots of perks No people management
Overtime expected but unpaid
No flexibility with hours regardless of circumstances
No progression
No parking
You're not valued as a hard-working member of staff, you're a number amongst a lot of workers. Outside commitment are considered extracurricular activities even if it is family commitments
The sales pitch on joining JP paints a very different picture as to what the job entails. A lot of talk about creating the best place to work however this is not the case.",Various
Oracle,3,Neutral,"Obviously, Oracle has an amazing technology portfolio. That is a HUGE plus. If you like tech, especially databases like me, you will feel like a kid in a candy shop. 
The Sales Consulting organization is a positive place to work. Team mates collaborate and cooperate. There is amazing support from Product Management and even though the company is very large, it feels much smaller and you can talk with and suggest new features to product development. My immediate management is wonderful and very supportive. Sadly, the upper management is not. Prior to the arrival of Mark Hurd, the compensation and benefits were tolerable. They don't pay top dollar simply because I guess they feel that they are who they are and therefore don't have to. Since Mark Hurd has arrived, things have steadily gone down hill. Perks have been taken away and I'm they have reduced my salary. After between 5-10 years with the company, I'm now making LESS than the day I got hired. There are no raises either. I love it there but can't afford to stay any longer than I have to.",Various
IBM,3,Neutral,Worked with some great people who were committed and very good at what they did. Management in GBS often challenged at having a cohesive go-to-market strategy. Too many disjointed efforts and a lack of coordination between teams. Also too much overlap between competing groups in the larger IBM.,Various
IBM,4,Positive,"Diversity of challenges to solve
amazing colleagues - some of the smartest people I’ve ever met are IBMers. I love the people I work with
Geographic reach Upper level management out of touch with customer and employee needs and too entrenched in legacy, cumbersome business processes. Incentive systems based on previous org siloes that can make it feel impossible to collaborate across business units for the benefit of customers. Mixed messages on purpose: shareholders vs customers vs employees vs society. Despite a female CEO still limited women at the top and no visible effort to nurture the next gen of female execs.",Various
Booking-com,5,Positive,The People - The opportunities - The support - The environment - it's cold in here lol,Various
PwC,5,Positive,"It is a big place to work and grow No one, it is great job",Various
Microsoft,3,Neutral,"Great healthcare benefits, long maternal and paternal leave. Has so many subdivisions you can easily switch teams without switching jobs Base salary not as competitive as rates at other similar companies. Working overtime is not required but highly encouraged depending on the team. Advancement in position may take a long time when you get to certain levels. Senior managers frequently give the impression that they have no idea what they're doing.",Various
British-Airways,5,Positive,"Great place to work, lifestyle, balanced, progressions. Salary could be better, time off",Various
Thomson-Reuters,4,Positive,"It has great work life balance,people  are good sharing and supporting. One time Variable Pay. No onsite opportunities.",Various
Citi,3,Neutral,"1. Global work exposure, true to the adage ""Citi Never Sleeps""
2. Extensive learning and development opportunities, both online and offline
3. If in the right place/team, good exposure to leading edge technologies and business practices 1. Bureaucratic, multiple layers of management
2. Arbitrary, autocratic leadership practices in some groups
3. Too frequent organizational changes",Various
Tesco,4,Positive,Nice employees to work with No work life balance at all,Various
ASDA,5,Positive,"The Pay is good! Night shift is easy and you can do the work productivly Sometimes Deliveries are so late, And the older collegues tend to act like managers",Various
Deloitte,4,Positive,very good team mates no cons Deloitte is no1,Various
Oracle,2,Negative,"nice offices, nice people, known brand company lacks a GTM strategy for their SaaS portfolio, lengthy but useless trainings, hiring unqualified people",Various
Deloitte,4,Positive,"Work Life Balance, Company Culture Compensation, Not up to the mark salary when compare to market trends",Various
Willis-Towers-Watson,5,Positive,Good Pay and Flexible with schedule It is a seasonal position but they have been working towards keeping people on throughout the year,Various
CBRE,1,Negative,"Use of the Flavia coffee machine is free.  You might get a promotion if you look good in heels and/or are incompetent.  (But wait!  There's still hope for a promotion... if you are an oompa loompa... and incompetent.) Management (people with management titles but no management skills), discrimination, no empathy, narcissism, no accountability, gross and rampant incompetence.  ""RISE"" values - (Racist Incompetent Sociopaths Everywhere)",Various
McDonald-s,4,Positive,there are alot of pros there are alot of cons,Various
McKinsey-and-Company,5,Positive,Amazing place for independent people with vision and clear professional goal. Great coaching and mentoring culture. Great learning and growing opportunities. Be more structurally supportive for female professionals.,Various
CBRE,3,Neutral,"- Great for learning when in the beginning of a career.
- Good exit opportunities.
- Lateral transfers possible for high performers.
- Strong senior management.
- Strong focus on growing market shares. - Weak comp. Both base and bonuses are the lowest(!) among main peers in my market.
- Poor talent retention. High performers regularly leave.
- No plans/transparency for career progression. People can sometimes get stuck or forgotten by management/HR. But because there are no rules, this could also work in your favour if you're a high-performer and positioned well.",Various
McDonald-s,3,Neutral,"Easy, there wasn't much mental draw Managers  are really just angry",Various
McDonald-s,2,Negative,"Friendly team
Supportive 
Nothing else to say Bad pay
Food is awful
Pay
I have already put 5 words",Various
Tesco,2,Negative,"Good pay, regardless of age Incredibly unflexable hours
Management are always right",Various
ASOS,3,Neutral,"Laid back atmosphere, parties, good discount Pay is low - instead they give you parties and work drinks etc. Not able to progress much",Various
IBM,3,Neutral,"Wonderful place for opportunities. Lots of access to problems, and people of different types. Too many conference calls. Can be unpredictable and involve a lot of patience!",Various
McDonald-s,4,Positive,"Free food, very low expectations working at a mcdonalds, social views",Various
Apple,4,Positive,"I loved my job, able to touch many lives and feel like a part of a team. They got rid of the position and changed focus, really disappointing.",Various
CBRE,3,Neutral,"- Office at prime locations
- Educated colleagues
- Team outings - Slow growth
- Not to supportive with conversions",Various
Doubletree-By-Hilton,3,Neutral,"Great discounts on hotel rooms that you would never find anywhere else, delicious free lunches or dinner Long shifts, minimal breaks, tiny pay for big responsibility",Various
Deloitte,2,Negative,Communication w ppl n friends Wearing a hat 5 words,Various
Missguided,4,Positive,"- Great team & motivation
- Good vibes in the office, even on a day with many deadlines, the team would pull though
- Lots of work perks & social events
- Solid Direction of brand - Lack of progression path",Various
Hilton,3,Neutral,"People and perks. There are many exceptional team members, a lot of industry longevity and knowledge. The experience you gain is invaluable. The work atmosphere can be extremely fun. Middle management has some true all stars. Oh yes...and we also have a fantastic portfolio of hotels.  

The corporate initiatives that have to do with charity, the arts, community involvement and the environment are refreshing. 

There is a definite atmosphere of pride and many people willing to go the extra mile. We also have a wonderful legacy of hospitality and the spirit of Conrad Hilton is definitely still alive. Since new ownership, focus is on bottom line rather than hospitality. While there are many things that make Hilton a great company to work for, these are like torches carried on from the old regime.  

There is a lot of training but it is sort of bizarre and hollow as if they train you with catch phrases and slogans but never actually get to the bulk of the knowledge. Trial by fire and piecemeal come to mind. 

Employee morale is low with all the changes-Original Sr. Management is all gone, positions being eliminated and many employees will have to move across country or give up their jobs just to relocate to DC area. Is there a connection with new CEO returning to his home town? The excuse that DC (EDT) is more conducive to a global operation is laughable when a lot of expansion is happening in Asia and India.",Various
McDonald-s,3,Neutral,"The hours were flexible, the environment was fast paced. The co-workers were lazy and never wanted to their job leaving someone else to do it. I found this to be very annoying. There was little to no acknowledgement of those who did more than others and those who were always late, or had a bad attitude were treated better than those who worked the hardest.",Various
McDonald-s,2,Negative,"It pays you the bare, legal, absolute minimum Awful behavior from both staff and the way society treats you.",Various
Willis-Towers-Watson,1,Negative,"Good pay, large clients, good work/life balance Favoritism, defensive behavior from senior leadership, cliquish behavior",Various
IBM,3,Neutral,Great technology and great coworkers. Consistently lied to regarding raise six months after promotion - eventually fired when I got too vocal.,Various
Dixons-Carphone,3,Neutral,"Flexible
Relaxed atmosphere
If you enjoy technology it is a fun place to work and learn Discount is bad
Christmas time is overwhelming
All the company cares about is add-ons",Various
McDonald-s,4,Positive,"work with you on hours, management is good and you work alone most the time Not much room for growth, you can be assistant manager but it takes 6 month and a class so yeah",Various
Pizza-Hut,3,Neutral,"Decent benefit package, and not a bad place to work with the right staff and location. 50+ hour work week, and low pay for management.",Various
EY,1,Negative,Name of big 4 to help you find another job There is No life no money,Various
Aon,5,Positive,Great organisation to be a part of No cons working with Aon till now,Various
RSM,3,Neutral,"1) Great for someone who prefers to work for smaller department
2) The hours are little better than Big 4 1) Less flexible than Big 4
2) Benefits are not competitive",Various
Capita,3,Neutral,"Talented people who pull together as a team.
Enormous organisation (c.60,000) with opportunities to work on high profile contracts in a range of sectors.
Particularly strong in the Government Services and Customer Contact divisions. 
Great vision for where they are trying to go. When push comes to shove, they will put profit above anything, including staff welfare. 
Some great initiatives around diversity and wellbeing have been scaled back or sidelined when times are tough. They talk a great talk, but employees' lived experiences, especially out in the divisions, don't match the corporate message. 
Lots of old school attitudes and unconscious bias, especially at middle-management level. 
They don't learn from their mistakes - no group-wide 'lessons learned' or continuous improvement, especially in HR where every restructure/redundancy exercise is handled terribly, but they repeat the same mistakes!",Various
Oracle,3,Neutral,"Is still relevant in software space. Top management real bad. Only cares about cost cutting instead of growing top line. Aggressive sales tactics. Cloud solutions very poor, compared to industry leaders. Promises are rarely kept.",Various
Korn-Ferry,3,Neutral,"great brand recognition, exciting work poor comp and rewards, do not appropriately reward and recognize high potentials",Various
IBM,5,Positive,very good place for work no cons very good place for work,Various
EY,5,Positive,"The experience with EY was so good. EY changed my assumptions about a Boss subordinate relationship.So friendly environment, that encourages everyone to learn and develop. I dont have any cons to list.",Various
SAP,5,Positive,"Good Work Life Balance,
Innovative & Smart No cons to think of as of now",Various
Deloitte,3,Neutral,I'm very happy to work here This job is very demanding and skillful,Various
Citi,2,Negative,"Well known company 
Excellent benefits 
Good location
Large business, so you can explore opportunities within the company
Opportunities to work abroad Growth opportunities are limited
Cross department moves are not very easy
Job security is not good
HR sucks 
Very hierarchical",Various
Bloomberg-L-P,3,Neutral,"Food, flexible, challenging, varied, travel Disrespectful, management is clueless, technical employees",Various
Deloitte,5,Positive,"Work Life, Salary, Work Culture Sub levels at each position",Various
BNY-Mellon,2,Negative,"Provides a reasonable introduction to the financial world. Low risk work as BNY-M mainly provides financial utilities to the rest of the industry. Stable environment - change is slow, travel is avoided. What knowledge there is, is available for sharing. Easy work. Complete lack of innovation - leads to inflexibility and inefficiency. Excessive layers of middle management means that incorrect or ineffective decisions are taken, combined with a lack of responsibility. Managers often lack sufficient knowledge to do their job. No clear direction on where the company is headed. Career advancement is challenging even though staff turnover is worryingly high.",Various
HSBC-Holdings,4,Positive,Excellent Work Life Balance and solid colleague interaction. Large organization with many layers to move a business case forward.,Various
Hilton,3,Neutral,you can grow with the company if you're willing to travel. long hours and inconsistant schedule,Various
Thomson-Reuters,3,Neutral,"only pros is Good work life balance. No growth
Salary below Industry standard
less focus on learning and training",Various
IBM,4,Positive,Timings work locations work culture Salary managers on-site work pressure,Various
Morgan-Stanley,3,Neutral,"Great atmosphere, friendly colleagues, flexible work hours with your manager's approval. Continuous learning is appreciated. If you're not in a revenue generating business, then your comp will be below market rates. Conservative adaptation of new things in technology and on the street.",Various
McDonald-s,3,Neutral,"Pretty bad customers, most of them were obese, made me feel better about myself Pretty bad food, would not eat",Various
Virgin-Media,3,Neutral,"People, Opportunity, Culture, Brand, Benefits Disconnect between the leadership and staff, focus constantly changing",Various
Hyatt,1,Negative,"Decent benefits, very nice property Leadership has created an incredibly toxic work environment. This environment has earned the Hyatt Regency New Orleans its terrible reputation in town, and is the reason nobody wants to work there and others in town don't want to do business with them. Service scores are some of the worst in all of Hyatt (out of 600+ properties).",Various
British-Airways,2,Negative,"Staff Travel
Some hardworking people 
Some support from colleagues on same level You are just a number
Constantly put down by management 
Hard to move up and advance your career",Various
The-Salvation-Army,2,Negative,Good work. Respected organization. Enjoy helping people Pay scale. Long hours. Changes to management,Various
Deloitte,3,Neutral,"Accelerated learning in a breadth of subjects
The people and culture
Exposure to CXO level execs in large organisations Leadership - uninspiring
Processes
Don't promote based on merit, but on ""who has been here the longest""
Underpayed
Treat laterals better than people that are already in the organisation (i.e. pay and position they come into)",Various
KPMG,4,Positive,"There's a ton of potential for growth as long as you're willing to put in the time.  Transfer are available; whether it's internally to a different group or location. No upward/lateral feedback options available.  Work/life balance is talked about, but isn't necessarily real.  Salary could be more competitive.  Based on market, not the individual.",Various
Korn-Ferry,1,Negative,"Let me think about it.. Wait, it’s none! They buy companies to torn them apart! Poor culture, hypocrite leaders, and even offer solutions that they know nothing at all!",Various
IBM,5,Positive,"Trusted and respected people all around. Great team-working environment. Boundless capacity and opportunities like no other organization. Very supportive to professional growth and individual requirements. Happy and proud to be employee of this large, prestigious public company. Sometimes processes appear to be extra complex - but keeping the size and security in mind, the complexity is often understandable. In fact in some cases tighter controls might result in higher operational efficiency. Good thing is that many loyal employees are committed to make things better.",Various
Willis-Towers-Watson,1,Negative,Work / Life balance is  pretty good Pay is criminal for what is expected,Various
Deloitte,2,Negative,good people to work with little salary given per employee,Various
Marks-and-Spencer,2,Negative,"Pleasant colleagues, not much else. Shift length
Doing the job of 3 people
Poor leadership",Various
McDonald-s,1,Negative,food drinks coworkers got too eat free food all the time but this place sucked  I hope I never have to work here again seriously schedule benefits promotion pay management didn't pay enough shoud be raised to 15 an hour but this is not for a career,Various
Booking-com,1,Negative,"The pay is OK for an entry level job 
Meet a lot of people of different culture and background 
Nice office 
Nice location 
Monthly party Constantly monitored. Everything you do is watched and screened. You have 1 break in the morning and one in the afternoon, 15 minutes of each. You dont decide when you take it and have to be exactly on time. You get the in trouble if you take more than a 15mins break.
30 minutes lunch...food is free but taste like prison food. Better to eat outside the office.

Management sleep with employees and only get a little slap on their wrist meanwhile customer service agents can be sacked for any reasons : was sick more than 3 times in 1 year (!!!) , was late more than 3 times in 1 year. You are considered late when you start 1 minute later than your schedule.

It is very hard to get a promotion unless you are friends with the management and kiss up to everybody. If you are shy, introvert, quiet : it will be perceived as lack of interest and management will suggest you to make an effort and change your personality.

Most of the team leaders are clueless and treat the employees like robots and expect a lot of them. They don't know what agents in customer service go through during one day as they never never did this job. So how can you be their team leader if you dont even know what they do ?!

There is an intern social network (Facebook but company only) on which you are required to be active and constantly monitor for news and updates. It's very distracting as employees use it to make fun of customers or create meaningless groups that have nothing to do with the work. They should get rid of it and use the official channels for news and update.

This company asks a lot of their employees : very early start, mixed with late shifts, you work most of bank holidays and it is a nightmare to get your holidays / days off accepted. They tried to blind you with benefits : free fruits, hot drinks, free meals, team outings and monthly parties BUT it is a HORRIBLE company. If you're not white you don't move up.",Various
J-Sainsbury,4,Positive,"Good staff community, colleague benefits Lack of support, often overworked",Various
Barclays,3,Neutral,"Reasonable benefits, healthcare, ORSO (pension contribution), great maternity leave Poor morale, super long hours, political, age and gender discrimination on the trading floor",Various
Waitrose,3,Neutral,"Decent discount, varied hours and good benefits Bad management. Getting holidays approved requires you to bug managers every shift. No sense of care for partners.",Various
PwC,4,Positive,"-Excellent training institution in terms of equipping with skills
-Opportunities available for secondment to other countries
-Like-minded, ambitious and hard-working peers -Excessive work hours and pressure due to multiple deadlines
-Focuses more on employees undergoing articles to attain the CA qualification",Various
Google,4,Positive,"best work space, stress free environment may devote too much off campus time to assignments",Various
Deloitte,4,Positive,"1. Global class reputation 
2. Clear promotion path
3. Sharp increase of salary (30% compound increase for each grade)
4. CPA training Need to work till 2-3AM, sometime even overnight, need to work on Saturday. For the  peak season (3-4 months)",Various
Morrisons,3,Neutral,"Beating heart of retail, challenging work and constant change. Head Office is good to work at, although parking is a nightmare and you may have to travel by bus. There are some very bad leaders though they have been trying to change that. The result is mixed messages and lack of clarity on your work. Its very hard work, long hours culture. They are currently in difficulty and  I imagine that this makes working there even tougher.",Various
Harrods,3,Neutral,"Great training, bonus and benefits Most of the senior management is good and they know how to motivate and develop you- however is not all of them.",Various
Korn-Ferry,4,Positive,"Flexible, good people and nice environment I cannot really think of any",Various
Hyatt,1,Negative,"If you are looking for doing only two tasks a day and gossiping/saying bad things behind peoples back all day long. This is the right job for you. Good luck. -low pay, minimum benefit
-not team-centric 
-Your general manager is also the HR, imagine running into an unfair working environment or got bullied by your direct supervisor who are friends with your GM, who to talk to?
-cliques, Saying bad things behind people's back all day(literally), judgemental, not embracing 
-no growing opportunity, it's a franchise Hyatt
-inexperienced/ uneducated leaders, you can only ask question on the same topic once, if you ask it the second time, she will not let you do anything to practice because you haven't learn. How are we going to learn without practicing?",Various
McDonald-s,2,Negative,The only thing good about working here would be they give you a scholarship for school and let you come back when you’re away for college and go on break. Nothing good about working there,Various
EY,2,Negative,"The big 4 company name on the resume helped
If you live in one of the big cities, you get good training Lack of team leadership by senior managers and partners
Lack of long term view on how to empower, train, support, and mentor team members to contribute to the team.
Culture of ""what's in it for me"" and lack of team work",Various
J-P-Morgan,4,Positive,"Many great benefits, awesome pay. Room for growth Management was terrible. Always felt stress from
Required workload given by management with no help and impossible deadlines.",Various
J-P-Morgan,3,Neutral,"Company Picnics, Birthday Luncheon, On site kitchen Distance, Management, Team Members, Window Viewing",Various
